subset,model,seed,window_size,max_rul,trigger_column,lead_time,maintenance_rate,early_maintenance_rate,late_maintenance_rate,missed_critical_rate,expected_cost,oracle_expected_cost,decision_regret,policy
FD002,tcn,44,30,130,y_pred,50.0,0.3281853281853282,0.015444015444015444,0.02702702702702703,0.0,0.6004633204633205,0.33976833976833976,0.26069498069498076,mean
FD003,cnn,42,30,130,y_pred,10.0,0.01,0.01,0.06,0.19,4.4113999999999995,0.06,4.3514,mean
FD003,cnn,42,30,130,y_pred,20.0,0.07,0.01,0.08,0.13,3.471,0.14,3.3310000000000004,mean
FD003,cnn,42,30,130,y_pred,30.0,0.14,0.01,0.07,0.07,2.2401999999999997,0.2,2.0402,mean
FD003,cnn,42,30,130,y_pred,50.0,0.26,0.04,0.07,0.03,1.5748000000000002,0.29,1.2848000000000002,mean
FD003,cnn,43,30,130,y_pred,10.0,0.05,0.01,0.02,0.15,3.2502,0.06,3.1902,mean
FD003,cnn,43,30,130,y_pred,20.0,0.09,0.01,0.06,0.11,2.891,0.14,2.7510000000000003,mean
FD003,cnn,43,30,130,y_pred,30.0,0.16,0.02,0.06,0.06,1.9612,0.2,1.7612,mean
FD003,cnn,43,30,130,y_pred,50.0,0.27,0.05,0.07,0.03,1.5864000000000003,0.29,1.2964000000000002,mean
FD003,cnn,44,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,3.44,0.06,3.38,mean
FD003,cnn,44,30,130,y_pred,20.0,0.09,0.01,0.06,0.11,2.891,0.14,2.7510000000000003,mean
FD003,cnn,44,30,130,y_pred,30.0,0.15,0.02,0.07,0.07,2.2512,0.2,2.0512,mean
FD003,cnn,44,30,130,y_pred,50.0,0.27,0.04,0.06,0.03,1.4778000000000002,0.29,1.1878,mean
FD003,gradient_boosting,42,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,gradient_boosting,42,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,1.92,0.14,1.78,mean
FD003,gradient_boosting,42,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,gradient_boosting,42,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.3942,0.29,0.1042,mean
FD003,gradient_boosting,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,gradient_boosting,43,30,130,y_pred,20.0,0.12,0.01,0.03,0.09,2.2222,0.14,2.0822,mean
FD003,gradient_boosting,43,30,130,y_pred,30.0,0.2,0.02,0.02,0.02,0.8012,0.2,0.6012,mean
FD003,gradient_boosting,43,30,130,y_pred,50.0,0.31,0.03,0.01,0.0,0.41619999999999996,0.29,0.1262,mean
FD003,gradient_boosting,44,30,130,y_pred,10.0,0.06,0.01,0.01,0.14,2.9602,0.06,2.9002,mean
FD003,gradient_boosting,44,30,130,y_pred,20.0,0.14,0.01,0.01,0.07,1.6421999999999999,0.14,1.5022,mean
FD003,gradient_boosting,44,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,gradient_boosting,44,30,130,y_pred,50.0,0.29,0.02,0.02,0.0,0.4952,0.29,0.2052,mean
FD003,gru,42,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,3.44,0.06,3.38,mean
FD003,gru,42,30,130,y_pred,20.0,0.12,0.01,0.03,0.08,2.021,0.14,1.881,mean
FD003,gru,42,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.501,0.2,0.301,mean
FD003,gru,42,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.391,0.29,0.10099999999999999,mean
FD003,gru,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,gru,43,30,130,y_pred,20.0,0.12,0.02,0.04,0.09,2.324,0.14,2.1839999999999997,mean
FD003,gru,43,30,130,y_pred,30.0,0.17,0.01,0.04,0.04,1.371,0.2,1.171,mean
FD003,gru,43,30,130,y_pred,50.0,0.3,0.04,0.03,0.0,0.6148,0.29,0.3248,mean
FD003,gru,44,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,gru,44,30,130,y_pred,20.0,0.1,0.0,0.04,0.1,2.5,0.14,2.36,mean
FD003,gru,44,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.501,0.2,0.301,mean
FD003,gru,44,30,130,y_pred,50.0,0.27,0.0,0.02,0.0,0.47,0.29,0.18,mean
FD003,gru_safety_mse,42,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,2.86,0.06,2.8,mean
FD003,gru_safety_mse,42,30,130,y_pred,20.0,0.14,0.01,0.01,0.06,1.4409999999999998,0.14,1.301,mean
FD003,gru_safety_mse,42,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.5112,0.2,0.31120000000000003,mean
FD003,gru_safety_mse,42,30,130,y_pred,50.0,0.3,0.03,0.02,0.0,0.503,0.29,0.21299999999999997,mean
FD003,gru_safety_mse,43,30,130,y_pred,10.0,0.06,0.01,0.01,0.14,2.9636,0.06,2.9036,mean
FD003,gru_safety_mse,43,30,130,y_pred,20.0,0.13,0.03,0.04,0.08,2.1356,0.14,1.9956,mean
FD003,gru_safety_mse,43,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,gru_safety_mse,43,30,130,y_pred,50.0,0.35,0.09,0.03,0.0,0.6812,0.29,0.3912,mean
FD003,gru_safety_mse,44,30,130,y_pred,10.0,0.05,0.01,0.02,0.15,3.2502,0.06,3.1902,mean
FD003,gru_safety_mse,44,30,130,y_pred,20.0,0.13,0.0,0.01,0.07,1.63,0.14,1.49,mean
FD003,gru_safety_mse,44,30,130,y_pred,30.0,0.21,0.01,0.0,0.0,0.21100000000000002,0.2,0.011000000000000001,mean
FD003,gru_safety_mse,44,30,130,y_pred,50.0,0.32,0.04,0.01,0.0,0.42719999999999997,0.29,0.13720000000000002,mean
FD003,lstm,42,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,2.86,0.06,2.8,mean
FD003,lstm,42,30,130,y_pred,20.0,0.1,0.0,0.04,0.1,2.5,0.14,2.36,mean
FD003,lstm,42,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.5002,0.2,0.3002,mean
FD003,lstm,42,30,130,y_pred,50.0,0.3,0.01,0.0,0.0,0.3016,0.29,0.0116,mean
FD003,lstm,43,30,130,y_pred,10.0,0.04,0.0,0.02,0.16,3.44,0.06,3.38,mean
FD003,lstm,43,30,130,y_pred,20.0,0.11,0.0,0.03,0.09,2.21,0.14,2.07,mean
FD003,lstm,43,30,130,y_pred,30.0,0.17,0.01,0.04,0.04,1.371,0.2,1.171,mean
FD003,lstm,43,30,130,y_pred,50.0,0.29,0.01,0.01,0.0,0.39159999999999995,0.29,0.1016,mean
FD003,lstm,44,30,130,y_pred,10.0,0.07,0.01,0.0,0.13,2.6702,0.06,2.6102,mean
FD003,lstm,44,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,1.92,0.14,1.78,mean
FD003,lstm,44,30,130,y_pred,30.0,0.2,0.01,0.01,0.01,0.5002,0.2,0.3002,mean
FD003,lstm,44,30,130,y_pred,50.0,0.3,0.01,0.0,0.0,0.3016,0.29,0.0116,mean
FD003,random_forest,42,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,random_forest,42,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,1.92,0.14,1.78,mean
FD003,random_forest,42,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,random_forest,42,30,130,y_pred,50.0,0.28,0.01,0.02,0.0,0.48120000000000007,0.29,0.1912,mean
FD003,random_forest,43,30,130,y_pred,10.0,0.05,0.0,0.01,0.15,3.15,0.06,3.09,mean
FD003,random_forest,43,30,130,y_pred,20.0,0.12,0.0,0.02,0.08,1.92,0.14,1.78,mean
FD003,random_forest,43,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.5112,0.2,0.31120000000000003,mean
FD003,random_forest,43,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5820000000000001,0.29,0.292,mean
FD003,random_forest,44,30,130,y_pred,10.0,0.06,0.0,0.0,0.14,2.86,0.06,2.8,mean
FD003,random_forest,44,30,130,y_pred,20.0,0.13,0.0,0.01,0.07,1.63,0.14,1.49,mean
FD003,random_forest,44,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,random_forest,44,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5817999999999999,0.29,0.2918,mean
FD003,ridge,42,30,130,y_pred,10.0,0.08,0.03,0.01,0.12,2.5834,0.06,2.5234,mean
FD003,ridge,42,30,130,y_pred,20.0,0.08,0.0,0.06,0.12,3.08,0.14,2.94,mean
FD003,ridge,42,30,130,y_pred,30.0,0.15,0.0,0.05,0.05,1.65,0.2,1.45,mean
FD003,ridge,42,30,130,y_pred,50.0,0.22,0.0,0.07,0.02,1.32,0.29,1.03,mean
FD003,ridge,43,30,130,y_pred,10.0,0.06,0.02,0.02,0.14,3.0625999999999998,0.06,3.0025999999999997,mean
FD003,ridge,43,30,130,y_pred,20.0,0.11,0.01,0.04,0.09,2.3116,0.14,2.1715999999999998,mean
FD003,ridge,43,30,130,y_pred,30.0,0.16,0.0,0.04,0.04,1.36,0.2,1.16,mean
FD003,ridge,43,30,130,y_pred,50.0,0.22,0.0,0.07,0.01,1.12,0.29,0.83,mean
FD003,ridge,44,30,130,y_pred,10.0,0.08,0.03,0.01,0.12,2.5834,0.06,2.5234,mean
FD003,ridge,44,30,130,y_pred,20.0,0.11,0.01,0.04,0.09,2.3116,0.14,2.1715999999999998,mean
FD003,ridge,44,30,130,y_pred,30.0,0.16,0.0,0.04,0.04,1.36,0.2,1.16,mean
FD003,ridge,44,30,130,y_pred,50.0,0.22,0.0,0.07,0.02,1.32,0.29,1.03,mean
FD003,tcn,42,30,130,y_pred,10.0,0.11,0.05,0.0,0.1,2.1203999999999996,0.06,2.0603999999999996,mean
FD003,tcn,42,30,130,y_pred,20.0,0.16,0.03,0.01,0.05,1.2654,0.14,1.1254,mean
FD003,tcn,42,30,130,y_pred,30.0,0.2,0.02,0.02,0.02,0.8012,0.2,0.6012000000000001,mean
FD003,tcn,42,30,130,y_pred,50.0,0.32,0.06,0.03,0.0,0.6359999999999999,0.29,0.34600000000000003,mean
FD003,tcn,43,30,130,y_pred,10.0,0.1,0.05,0.01,0.1,2.2056,0.06,2.1456,mean
FD003,tcn,43,30,130,y_pred,20.0,0.14,0.02,0.02,0.06,1.5426,0.14,1.4025999999999998,mean
FD003,tcn,43,30,130,y_pred,30.0,0.19,0.02,0.03,0.03,1.0912,0.2,0.8912,mean
FD003,tcn,43,30,130,y_pred,50.0,0.32,0.06,0.03,0.0,0.629,0.29,0.33899999999999997,mean
FD003,tcn,44,30,130,y_pred,10.0,0.07,0.01,0.0,0.13,2.6708,0.06,2.6108,mean
FD003,tcn,44,30,130,y_pred,20.0,0.14,0.01,0.01,0.06,1.4409999999999998,0.14,1.301,mean
FD003,tcn,44,30,130,y_pred,30.0,0.21,0.02,0.01,0.01,0.5112,0.2,0.31120000000000003,mean
FD003,tcn,44,30,130,y_pred,50.0,0.28,0.02,0.03,0.0,0.5820000000000001,0.29,0.292,mean
FD004,gradient_boosting,42,30,130,y_pred,10.0,0.028225806451612902,0.016129032258064516,0.04435483870967742,0.18548387096774194,4.183709677419355,0.056451612903225805,4.127258064516129,mean
FD004,gradient_boosting,42,30,130,y_pred,20.0,0.10887096774193548,0.012096774193548387,0.06451612903225806,0.10887096774193548,2.933145161290323,0.16129032258064516,2.7718548387096775,mean
FD004,gradient_boosting,42,30,130,y_pred,30.0,0.1774193548387097,0.024193548387096774,0.06048387096774194,0.06048387096774194,1.9943548387096774,0.21370967741935484,1.7806451612903227,mean
FD004,gradient_boosting,42,30,130,y_pred,50.0,0.2782258064516129,0.028225806451612902,0.07258064516129033,0.016129032258064516,1.3344354838709678,0.3225806451612903,1.0118548387096775,mean
FD004,gradient_boosting,43,30,130,y_pred,10.0,0.020161290322580645,0.012096774193548387,0.04838709677419355,0.1935483870967742,4.376290322580645,0.056451612903225805,4.319838709677419,mean
FD004,gradient_boosting,43,30,130,y_pred,20.0,0.10887096774193548,0.016129032258064516,0.06854838709677419,0.10887096774193548,2.9736290322580645,0.16129032258064516,2.8123387096774195,mean
FD004,gradient_boosting,43,30,130,y_pred,30.0,0.18548387096774194,0.024193548387096774,0.05241935483870968,0.05241935483870968,1.760483870967742,0.21370967741935484,1.5467741935483872,mean
FD004,gradient_boosting,43,30,130,y_pred,50.0,0.27419354838709675,0.024193548387096774,0.07258064516129033,0.016129032258064516,1.3287903225806452,0.3225806451612903,1.0062096774193547,mean
FD004,gradient_boosting,44,30,130,y_pred,10.0,0.024193548387096774,0.016129032258064516,0.04838709677419355,0.18951612903225806,4.300645161290323,0.056451612903225805,4.244193548387097,mean
FD004,gradient_boosting,44,30,130,y_pred,20.0,0.0967741935483871,0.020161290322580645,0.0846774193548387,0.125,3.4470967741935485,0.16129032258064516,3.285806451612903,mean
FD004,gradient_boosting,44,30,130,y_pred,30.0,0.16129032258064516,0.020161290322580645,0.07258064516129033,0.07258064516129033,2.3409677419354837,0.21370967741935484,2.1272580645161288,mean
FD004,gradient_boosting,44,30,130,y_pred,50.0,0.2661290322580645,0.024193548387096774,0.08064516129032258,0.016129032258064516,1.4013709677419355,0.3225806451612903,1.078790322580645,mean
FD004,gru,42,30,130,y_pred,10.0,0.020161290322580645,0.012096774193548387,0.04838709677419355,0.1935483870967742,4.375967741935484,0.056451612903225805,4.319516129032258,mean
FD004,gru,42,30,130,y_pred,20.0,0.11693548387096774,0.012096774193548387,0.056451612903225805,0.10080645161290322,2.698870967741936,0.16129032258064516,2.5375806451612903,mean
FD004,gru,42,30,130,y_pred,30.0,0.18951612903225806,0.020161290322580645,0.04435483870967742,0.04435483870967742,1.5269354838709677,0.21370967741935484,1.313225806451613,mean
FD004,gru,42,30,130,y_pred,50.0,0.29435483870967744,0.016129032258064516,0.04435483870967742,0.004032258064516129,0.8238709677419355,0.3225806451612903,0.5012903225806451,mean
FD004,gru,43,30,130,y_pred,10.0,0.016129032258064516,0.012096774193548387,0.05241935483870968,0.1975806451612903,4.492903225806452,0.056451612903225805,4.436451612903226,mean
FD004,gru,43,30,130,y_pred,20.0,0.10080645161290322,0.004032258064516129,0.06451612903225806,0.11290322580645161,3.0041935483870965,0.16129032258064516,2.8429032258064515,mean
FD004,gru,43,30,130,y_pred,30.0,0.1774193548387097,0.016129032258064516,0.05241935483870968,0.05241935483870968,1.751290322580645,0.21370967741935484,1.5375806451612903,mean
FD004,gru,43,30,130,y_pred,50.0,0.2782258064516129,0.016129032258064516,0.06048387096774194,0.012096774193548387,1.1303225806451616,0.3225806451612903,0.807741935483871,mean
FD004,gru,44,30,130,y_pred,10.0,0.004032258064516129,0.0,0.05241935483870968,0.20967741935483872,4.721774193548387,0.056451612903225805,4.665322580645161,mean
FD004,gru,44,30,130,y_pred,20.0,0.06854838709677419,0.004032258064516129,0.0967741935483871,0.14516129032258066,3.9396774193548385,0.16129032258064516,3.7783870967741935,mean
FD004,gru,44,30,130,y_pred,30.0,0.17338709677419356,0.016129032258064516,0.056451612903225805,0.056451612903225805,1.8682258064516128,0.21370967741935484,1.654516129032258,mean
FD004,gru,44,30,130,y_pred,50.0,0.2862903225806452,0.020161290322580645,0.056451612903225805,0.016129032258064516,1.18,0.3225806451612903,0.8574193548387096,mean
FD004,gru_safety_mse,42,30,130,y_pred,10.0,0.056451612903225805,0.036290322580645164,0.036290322580645164,0.15725806451612903,3.5677419354838706,0.056451612903225805,3.511290322580645,mean
FD004,gru_safety_mse,42,30,130,y_pred,20.0,0.1693548387096774,0.036290322580645164,0.028225806451612902,0.056451612903225805,1.5857258064516129,0.16129032258064516,1.4244354838709676,mean
FD004,gru_safety_mse,42,30,130,y_pred,30.0,0.23387096774193547,0.04032258064516129,0.020161290322580645,0.020161290322580645,0.8493548387096773,0.21370967741935484,0.6356451612903226,mean
FD004,gru_safety_mse,42,30,130,y_pred,50.0,0.3387096774193548,0.036290322580645164,0.020161290322580645,0.0,0.5611290322580645,0.3225806451612903,0.2385483870967742,mean
FD004,gru_safety_mse,43,30,130,y_pred,10.0,0.04435483870967742,0.020161290322580645,0.03225806451612903,0.1693548387096774,3.755322580645161,0.056451612903225805,3.6988709677419354,mean
FD004,gru_safety_mse,43,30,130,y_pred,20.0,0.14516129032258066,0.024193548387096774,0.04032258064516129,0.08064516129032258,2.165,0.16129032258064516,2.0037096774193546,mean
FD004,gru_safety_mse,43,30,130,y_pred,30.0,0.21774193548387097,0.036290322580645164,0.03225806451612903,0.03225806451612903,1.1954032258064515,0.21370967741935484,0.9816935483870967,mean
FD004,gru_safety_mse,43,30,130,y_pred,50.0,0.31451612903225806,0.03225806451612903,0.04032258064516129,0.004032258064516129,0.8130645161290323,0.3225806451612903,0.4904838709677419,mean
FD004,gru_safety_mse,44,30,130,y_pred,10.0,0.024193548387096774,0.012096774193548387,0.04435483870967742,0.18951612903225806,4.259435483870968,0.056451612903225805,4.202983870967743,mean
FD004,gru_safety_mse,44,30,130,y_pred,20.0,0.125,0.016129032258064516,0.05241935483870968,0.09274193548387097,2.505483870967742,0.16129032258064516,2.344193548387097,mean
FD004,gru_safety_mse,44,30,130,y_pred,30.0,0.1935483870967742,0.020161290322580645,0.04032258064516129,0.04032258064516129,1.404758064516129,0.21370967741935484,1.191048387096774,mean
FD004,gru_safety_mse,44,30,130,y_pred,50.0,0.2903225806451613,0.016129032258064516,0.04838709677419355,0.008064516129032258,0.9408064516129032,0.3225806451612903,0.6182258064516128,mean
FD004,random_forest,42,30,130,y_pred,10.0,0.016129032258064516,0.004032258064516129,0.04435483870967742,0.1975806451612903,4.411693548387096,0.056451612903225805,4.35524193548387,mean
FD004,random_forest,42,30,130,y_pred,20.0,0.10483870967741936,0.0,0.056451612903225805,0.10887096774193548,2.846774193548387,0.16129032258064516,2.685483870967742,mean
FD004,random_forest,42,30,130,y_pred,30.0,0.1693548387096774,0.016129032258064516,0.06048387096774194,0.06048387096774194,1.9851612903225806,0.21370967741935484,1.7714516129032258,mean
FD004,random_forest,42,30,130,y_pred,50.0,0.28225806451612906,0.020161290322580645,0.06048387096774194,0.016129032258064516,1.2162903225806452,0.3225806451612903,0.8937096774193548,mean
FD004,random_forest,43,30,130,y_pred,10.0,0.036290322580645164,0.004032258064516129,0.024193548387096774,0.1774193548387097,3.827016129032258,0.056451612903225805,3.770564516129032,mean
FD004,random_forest,43,30,130,y_pred,20.0,0.10080645161290322,0.0,0.06048387096774194,0.11290322580645161,2.963709677419355,0.16129032258064516,2.8024193548387095,mean
FD004,random_forest,43,30,130,y_pred,30.0,0.18548387096774194,0.016129032258064516,0.04435483870967742,0.04435483870967742,1.5174193548387096,0.21370967741935484,1.3037096774193548,mean
FD004,random_forest,43,30,130,y_pred,50.0,0.2782258064516129,0.016129032258064516,0.06048387096774194,0.020161290322580645,1.2925,0.3225806451612903,0.9699193548387096,mean
FD004,random_forest,44,30,130,y_pred,10.0,0.020161290322580645,0.004032258064516129,0.04032258064516129,0.1935483870967742,4.2945161290322575,0.056451612903225805,4.2380645161290325,mean
FD004,random_forest,44,30,130,y_pred,20.0,0.0967741935483871,0.0,0.06451612903225806,0.11693548387096774,3.0806451612903225,0.16129032258064516,2.9193548387096775,mean
FD004,random_forest,44,30,130,y_pred,30.0,0.16532258064516128,0.004032258064516129,0.05241935483870968,0.05241935483870968,1.738467741935484,0.21370967741935484,1.524758064516129,mean
FD004,random_forest,44,30,130,y_pred,50.0,0.2701612903225806,0.012096774193548387,0.06451612903225806,0.016129032258064516,1.244193548387097,0.3225806451612903,0.9216129032258066,mean
FD004,ridge,42,30,130,y_pred,10.0,0.04838709677419355,0.028225806451612902,0.036290322580645164,0.16532258064516128,3.7205645161290324,0.056451612903225805,3.664112903225807,mean
FD004,ridge,42,30,130,y_pred,20.0,0.0846774193548387,0.008064516129032258,0.0846774193548387,0.13306451612903225,3.594274193548387,0.16129032258064516,3.432983870967742,mean
FD004,ridge,42,30,130,y_pred,30.0,0.11290322580645161,0.008064516129032258,0.10887096774193548,0.10887096774193548,3.3797580645161287,0.21370967741935484,3.166048387096774,mean
FD004,ridge,42,30,130,y_pred,50.0,0.18951612903225806,0.004032258064516129,0.13709677419354838,0.04838709677419355,2.528790322580645,0.3225806451612903,2.2062096774193547,mean
FD004,ridge,43,30,130,y_pred,10.0,0.04838709677419355,0.024193548387096774,0.03225806451612903,0.16532258064516128,3.6798387096774197,0.056451612903225805,3.6233870967741937,mean
FD004,ridge,43,30,130,y_pred,20.0,0.09274193548387097,0.008064516129032258,0.07661290322580645,0.125,3.3604032258064516,0.16129032258064516,3.1991129032258065,mean
FD004,ridge,43,30,130,y_pred,30.0,0.11693548387096774,0.008064516129032258,0.10483870967741936,0.10483870967741936,3.262822580645161,0.21370967741935484,3.049112903225806,mean
FD004,ridge,43,30,130,y_pred,50.0,0.20161290322580644,0.004032258064516129,0.125,0.036290322580645164,2.1779838709677417,0.3225806451612903,1.8554032258064515,mean
FD004,ridge,44,30,130,y_pred,10.0,0.036290322580645164,0.016129032258064516,0.036290322580645164,0.1774193548387097,3.9488709677419354,0.056451612903225805,3.8924193548387094,mean
FD004,ridge,44,30,130,y_pred,20.0,0.08870967741935484,0.008064516129032258,0.08064516129032258,0.12903225806451613,3.4773387096774195,0.16129032258064516,3.316048387096774,mean
FD004,ridge,44,30,130,y_pred,30.0,0.12096774193548387,0.008064516129032258,0.10080645161290322,0.10080645161290322,3.145887096774193,0.21370967741935484,2.9321774193548387,mean
FD004,ridge,44,30,130,y_pred,50.0,0.1935483870967742,0.004032258064516129,0.13306451612903225,0.04435483870967742,2.411854838709677,0.3225806451612903,2.089274193548387,mean
FD004,tcn,42,30,130,y_pred,10.0,0.0,0.0,0.056451612903225805,0.21370967741935484,4.838709677419355,0.056451612903225805,4.782258064516129,mean
FD004,tcn,42,30,130,y_pred,20.0,0.06451612903225806,0.008064516129032258,0.10483870967741936,0.14919354838709678,4.097096774193548,0.16129032258064516,3.935806451612903,mean
FD004,tcn,42,30,130,y_pred,30.0,0.16129032258064516,0.012096774193548387,0.06451612903225806,0.06451612903225806,2.0975806451612904,0.21370967741935484,1.8838709677419354,mean
FD004,tcn,42,30,130,y_pred,50.0,0.3064516129032258,0.020161290322580645,0.036290322580645164,0.004032258064516129,0.7560483870967742,0.3225806451612903,0.4334677419354839,mean
FD004,tcn,43,30,130,y_pred,10.0,0.008064516129032258,0.004032258064516129,0.05241935483870968,0.2056451612903226,4.645564516129032,0.056451612903225805,4.589112903225806,mean
FD004,tcn,43,30,130,y_pred,20.0,0.13709677419354838,0.020161290322580645,0.04435483870967742,0.0846774193548387,2.2770161290322584,0.16129032258064516,2.115725806451613,mean
FD004,tcn,43,30,130,y_pred,30.0,0.20967741935483872,0.028225806451612902,0.03225806451612903,0.03225806451612903,1.1825806451612901,0.21370967741935484,0.9688709677419355,mean
FD004,tcn,43,30,130,y_pred,50.0,0.31451612903225806,0.024193548387096774,0.03225806451612903,0.004032258064516129,0.7280645161290322,0.3225806451612903,0.40548387096774197,mean
FD004,tcn,44,30,130,y_pred,10.0,0.008064516129032258,0.004032258064516129,0.05241935483870968,0.2056451612903226,4.645403225806452,0.056451612903225805,4.588951612903226,mean
FD004,tcn,44,30,130,y_pred,20.0,0.11290322580645161,0.012096774193548387,0.06048387096774194,0.10483870967741936,2.8162096774193546,0.16129032258064516,2.6549193548387096,mean
FD004,tcn,44,30,130,y_pred,30.0,0.1814516129032258,0.016129032258064516,0.04838709677419355,0.04838709677419355,1.6343548387096773,0.21370967741935484,1.4206451612903226,mean
FD004,tcn,44,30,130,y_pred,50.0,0.31451612903225806,0.024193548387096774,0.03225806451612903,0.004032258064516129,0.7254032258064517,0.3225806451612903,0.4028225806451613,mean
